mid,answer
/m/0c_hn2,Roll It
/m/0c_hn2,No One Like U
/m/0c_hn2,More Than a Friend
/m/0c_hn2,Game Over
/m/0c_hn2,Stand Up
/m/0c_hn2,Miss U Die
/m/0c_hn2,Ifunaya
/m/0c_hn2,Positif
/m/01fkxr,Amazing Grace
/m/01fkxr,Can't Fight the Monlight
/m/01fkxr,How Do I Live
/m/01fkxr,The Rose
/m/01fkxr,I Need You
/m/01fkxr,Blue
/m/01fkxr,Please Remember
/m/01fkxr,Borrowed
/m/01fkxr,Nothin' Better to Do
/m/01fkxr,The Right Kind of Wrong
/m/01fkxr,What Have I Done
/m/01fkxr,You Light Up My Life
/m/01fkxr,But I Do Love You
/m/01fkxr,Gasoline and Matches
/m/01fkxr,Looking Through Your Eyes
/m/01rfjsd,The Party's Just Begun
/m/01rfjsd,A La Nanita Nana
/m/01rfjsd,Girl Power
/m/01rfjsd,Cheetah Sisters
/m/01rfjsd,One World
/m/01rfjsd,Cinderella
/m/01rfjsd,Step Up
/m/01rfjsd,Amigas Cheetahs
/m/01rfjsd,Fuego
/m/01rfjsd,Cheetah Love
/m/01rfjsd,Together We Can
/m/01rfjsd,Strut
/m/01rfjsd,Dance Me If You Can
/m/01rfjsd,I Won't Say
/m/01rfjsd,It's Over
/m/0147bx,If
/m/0147bx,Baby I'm a Want You
/m/0147bx,Make It With You
/m/0147bx,Everything I Own
/m/0147bx,Guitar Man
/m/0147bx,Aubrey
/m/0147bx,Lost Without Your Love
/m/0147bx,Diary
/m/0147bx,If a Picture Paints a Thousand Words
/m/0147bx,The Last Time
/m/0147bx,It Don't Matter to Me
/m/0147bx,Take Me Now
/m/0147bx,Sweet Surrender
/m/0147bx,Mother Freedom
/m/0147bx,I Can't Find the Words to Say Goodbye
/m/02vnmw3,Welcome to My Hood
/m/02vnmw3,Settle Down
/m/02vnmw3,Neva Believe You
/m/02vnmw3,Delilah
/m/02vnmw3,Luv Me Girl
/m/02vnmw3,So Special
/m/02vnmw3,Come Into My Room
/m/02vnmw3,On the Rock
/m/02vnmw3,Final Destination
/m/02vnmw3,Weh Dem a Do
/m/02vnmw3,Star Bwoy
/m/02vnmw3,Messiah
/m/02vnmw3,Aktion Pak
/m/02vnmw3,When U Feel Lonely
/m/02vnmw3,Money
/m/017mbb,Pour Some Sugar on Me
/m/017mbb,Hysteria
/m/017mbb,Love Bites
/m/017mbb,Love
/m/017mbb,Rock of Ages
/m/017mbb,Photograph
/m/017mbb,Animal
/m/017mbb,Two Steps Behind
/m/017mbb,Let's Get Rocked
/m/017mbb,Bringin' On the Heartbreak
/m/017mbb,When Love and Hate Collide
/m/017mbb,Too Late for Love
/m/017mbb,Armageddon It
/m/017mbb,Foolin'
/m/017mbb,Have You Ever Needed Someone So Bad
/m/03hkcvl,Pee Loon
/m/03hkcvl,Tum Se Hi
/m/03hkcvl,Masakali
/m/03hkcvl,Pehli Baar Mohabbat
/m/03hkcvl,Kun Faya Kun
/m/03hkcvl,Jab Se Dekhi Hai
/m/03hkcvl,Tune Jo Na Kaha
/m/03hkcvl,Abhi Kuch Dino Se
/m/03hkcvl,Yun Hi
/m/03hkcvl,Man Lafanga
/m/03hkcvl,Mai Ni Meriye
/m/03hkcvl,Jo Bhi Main
/m/03hkcvl,Jeene De
/m/03hkcvl,Phir Se Ud Chala
/m/03hkcvl,Saiyaara
/m/01w3r5y,Rise
/m/01w3r5y,This Is Not a Love Song
/m/01w3r5y,Public Image
/m/01w3r5y,The Order of Dead
/m/01w3r5y,Bad Life
/m/01w3r5y,Beat the Clock
/m/01w3r5y,One Drop
/m/01w3r5y,F.F.F.
/m/01w3r5y,Death Disco
/m/01w3r5y,Flowers of Romance
/m/01w3r5y,Theme
/m/01w3r5y,Disappointed
/m/01w3r5y,How Much Are They?
/m/01w3r5y,Albatross
/m/01w3r5y,Annalisa
/m/02h3k_,Kiss an Angel Good Mornin'
/m/02h3k_,Crystal Chandeliers
/m/02h3k_,Just Between You and Me
/m/02h3k_,Kawliga
/m/02h3k_,Roll on Mississippi
/m/02h3k_,Burgers and Fries
/m/02h3k_,Is Anybody Goin' to San Antone
/m/02h3k_,The Snakes Crawl at Night
/m/02h3k_,Is Anyone Goin' to San Antone
/m/02h3k_,Does My Ring Hurt Your Finger
/m/02h3k_,All I Have to Offer You
/m/02h3k_,I'll Fly Away
/m/02h3k_,Mountain of Love
/m/02h3k_,The Church in the Wildwood
/m/02h3k_,Medley
/m/02bc74,You Raise Me Up
/m/02bc74,Brave
/m/02bc74,The Prayer
/m/02bc74,Believe
/m/02bc74,You Are Loved
/m/02bc74,To Where You Are
/m/02bc74,Remember
/m/02bc74,You're Still You
/m/02bc74,When You Say You Love Me
/m/02bc74,Broken Vow
/m/02bc74,Awake
/m/02bc74,February Song
/m/02bc74,O Holy Night
/m/02bc74,Cinema Paradiso
/m/02bc74,Remember When It Rained
/m/05mt7ny,Tik Tok
/m/05mt7ny,Crazy Kids
/m/05mt7ny,Die Young
/m/05mt7ny,Blow
/m/05mt7ny,C'Mon
/m/05mt7ny,Take It Off
/m/05mt7ny,Your Love Is My Drug
/m/05mt7ny,Cannibal
/m/05mt7ny,Blah Blah Blah
/m/05mt7ny,My First Kiss
/m/05mt7ny,Animal
/m/05mt7ny,Warrior
/m/05mt7ny,Kiss n Tell
/m/05mt7ny,The Harold Song
/m/05mt7ny,Girls
/m/074vr1,Heart Attack
/m/074vr1,Fumble
/m/074vr1,Bottoms Up
/m/074vr1,Can't Get Enough
/m/074vr1,Simply Amazing
/m/074vr1,Wait
/m/074vr1,Say Aah
/m/074vr1,Neighbors Know My Name
/m/074vr1,Already Taken
/m/074vr1,2 Reasons
/m/074vr1,Can't Be Friends
/m/074vr1,Can't Help But Wait
/m/074vr1,Face Down
/m/074vr1,Chapter V
/m/074vr1,One Love
/m/0cg9y,It's Not Unusual
/m/0cg9y,Sexbomb
/m/0cg9y,Delilah
/m/0cg9y,She's a Lady
/m/0cg9y,What's New Pussycat?
/m/0cg9y,I
/m/0cg9y,Help Yourself
/m/0cg9y,You Can Leave Your Hat On
/m/0cg9y,Burning Down the House
/m/0cg9y,Tower of Song
/m/0cg9y,If I Only Knew
/m/0cg9y,Thunderball
/m/0cg9y,Kiss
/m/0cg9y,Love Is in the Air
/m/0cg9y,Black Betty
/m/01323p,Rio
/m/01323p,Ordinary World
/m/01323p,Hungry Like the Wolf
/m/01323p,Wild Boys
/m/01323p,Girls on Film
/m/01323p,Save a Prayer
/m/01323p,A View to a Kill
/m/01323p,The Reflex
/m/01323p,Notorious
/m/01323p,Planet Earth
/m/01323p,A Matter of Feeling
/m/01323p,What Happens Tomorrow
/m/01323p,Union of the Snake
/m/01323p,All She Wants
/m/01323p,Falling Down
/m/049gnzr,LUCIFER
/m/049gnzr,Hello [Korean ver.]
/m/049gnzr,Ring Ding Dong
/m/049gnzr,Stand By Me
/m/049gnzr,A-Yo
/m/049gnzr,Dream Girl
/m/049gnzr,Y.O.U.
/m/049gnzr,Dazzling Girl [Instrumental]
/m/049gnzr,Fire
/m/049gnzr,JULIETTE [Korean ver.]
/m/049gnzr,Sherlock
/m/049gnzr,Replay -君は僕のeverything- Music Video
/m/049gnzr,Keeping love again
/m/049gnzr,The SHINee World
/m/049gnzr,1000年、ずっとそばにいて…
/m/0lnvh,Power of Love
/m/0lnvh,I Want a New Drug
/m/0lnvh,Hip to Be Square
/m/0lnvh,Stuck With You
/m/0lnvh,Do You Believe in Love
/m/0lnvh,If This Is It
/m/0lnvh,The Heart of Rock & Roll
/m/0lnvh,Back In Time
/m/0lnvh,Cruisin'
/m/0lnvh,Heart and Soul
/m/0lnvh,Workin for a Livin
/m/0lnvh,It's Alright
/m/0lnvh,Walking on a Thin Line
/m/0lnvh,Jacob's Ladder
/m/0lnvh,Bad Is Bad
/m/01vsy9_,Let It Snow! Let It Snow! Let It Snow!
/m/01vsy9_,Dear Hearts and Gentle People
/m/01vsy9_,Swing on a Star
/m/01vsy9_,Have Yourself a Merry Little Christmas
/m/01vsy9_,It Had to Be You
/m/01vsy9_,Too-Ra-Loo-Ral
/m/01vsy9_,Santa Claus Is Comin' to Town
/m/01vsy9_,Mele Kalikimaka
/m/01vsy9_,"Brother, Can You Spare a Dime"
/m/01vsy9_,Gone Fishing
/m/01vsy9_,Let Me Call You Sweetheart
/m/01vsy9_,Accentuate the Positive
/m/01vsy9_,Pennies From Heaven
/m/01vsy9_,Life Is So Peculiar
/m/01vsy9_,Vic'try Polka
/m/02yngh,Cara a la muerte
/m/02yngh,Dámaso
/m/02yngh,Aquiles afirmo
/m/02yngh,Amor confuso
/m/02yngh,La Ultima Sombra
/m/02yngh,Sangre azul
/m/02yngh,En Preparation
/m/02yngh,El Trokero Lokochón
/m/02yngh,Ni Hoy Ni Mañana
/m/02yngh,Leyenda caro quintero
/m/02yngh,Días de noche
/m/02yngh,El primer ministro
/m/02yngh,A la Moda
/m/02yngh,Que te llore el cielo
/m/02yngh,Este amor
/m/03f0qd7,Rain Over Me
/m/03f0qd7,Bon bon
/m/03f0qd7,Don't Stop the Party
/m/03f0qd7,International Love
/m/03f0qd7,Hotel Room Service
/m/03f0qd7,Back in Time
/m/03f0qd7,Echa Pa'lla
/m/03f0qd7,Suave
/m/03f0qd7,Get It Started
/m/03f0qd7,Krazy
/m/03f0qd7,Go Girl
/m/03f0qd7,The Anthem
/m/03f0qd7,Boomerang
/m/03f0qd7,Shut It Down
/m/03f0qd7,I'm All Yours
/m/0bhjkl,Breathe Into Me
/m/0bhjkl,Already Over
/m/0bhjkl,Let It Burn
/m/0bhjkl,Pieces
/m/0bhjkl,Death of Me
/m/0bhjkl,Start Again
/m/0bhjkl,Never Be the Same
/m/0bhjkl,Let Go
/m/0bhjkl,Hymn for the Missing
/m/0bhjkl,Forever
/m/0bhjkl,Not Alone
/m/0bhjkl,Break Me Down
/m/0bhjkl,Fight Inside
/m/0bhjkl,Shadows
/m/0bhjkl,Lost
/m/0407f,I Got You
/m/0407f,Being With You
/m/0407f,"Hot Pants, Parts 1 & 2"
/m/0407f,The Payback
/m/0407f,Get Up Sex Machine
/m/0407f,Living in America
/m/0407f,Sunny
/m/0407f,It's a Man's World
/m/0407f,Get Offa That Thing
/m/0407f,Papa's Got a Brand New Bag
/m/0407f,Call Me Super Bad
/m/0407f,Try Me
/m/0407f,Funky Dreamer
/m/0407f,The Boss
/m/0407f,Unchained
/m/0167km,Jessies's Girl
/m/0167km,Love Somebody
/m/0167km,Don't Talk to Strangers
/m/0167km,I've Done Everything for You
/m/0167km,Human Touch
/m/0167km,Affair of the Heart
/m/0167km,Speak to the Sky
/m/0167km,Celebrate Youth
/m/0167km,Love Is Alright Tonight
/m/0167km,My Father's Chair
/m/0167km,State of the Heart
/m/0167km,Bruce
/m/0167km,Love Is Alright Tonite
/m/0167km,What's Victoria's Secret?
/m/0167km,The American Girl
/m/01kx_81,Paint It Black
/m/01kx_81,Gimme Shelter
/m/01kx_81,Satisfaction
/m/01kx_81,Sympathy for the Devil
/m/01kx_81,Angie
/m/01kx_81,You Can't Always Get What You Want
/m/01kx_81,Start Me Up
/m/01kx_81,Wild Horses
/m/01kx_81,Jumpin' Jack Flash
/m/01kx_81,T.H.E.
/m/01kx_81,Doom And Gloom
/m/01kx_81,Miss You
/m/01kx_81,Brown Sugar
/m/01kx_81,Beast of Burden
/m/01kx_81,As Tears Go By
/m/02bgzb,Ni Sa Ga Ma
/m/02bgzb,Gori Tera Gaon
/m/02bgzb,Dheere Dheere Subah Hui
/m/02bgzb,Onnukkonnu
/m/02bgzb,Chand Akela
/m/02bgzb,Teri Choti Si Ek Bhool
/m/02bgzb,Tujhe Dekh Kar
/m/02bgzb,Neele Ambar Ke Tale
/m/02bgzb,Ayaash - Yeh subha suhani ho
/m/02bgzb,Hridayathin
/m/02bgzb,Chinnadanta Aramane
/m/02bgzb,Naiyya - O goriya re
/m/02bgzb,Muttathethum
/m/02bgzb,Thumbikinnaram
/m/02bgzb,Maan Abhiman - Ek but se mohobbat karke
/m/01w7n7b,Mounamelanoyi
/m/01w7n7b,Om Namasivaaya
/m/01w7n7b,Omkaranadhanu
/m/01w7n7b,Samajavaragamana
/m/01w7n7b,Pilichina Muraliki
/m/01w7n7b,Azhakadalinte
/m/01w7n7b,Vennallo Godari
/m/01w7n7b,Ponnakayavanti Police Venkatasamy
/m/01w7n7b,Mama Mama En Paarthe
/m/01w7n7b,Srirasthu
/m/01w7n7b,Brochevarevarura
/m/01w7n7b,Siggenduke Cheli
/m/01w7n7b,Deergha Sumangali
/m/01w7n7b,Unnai Azhaithathu
/m/01w7n7b,Balakanakamaya
/m/01wcp_g,Ordinary People
/m/01wcp_g,Who Did That to You?
/m/01wcp_g,Tonight
/m/01wcp_g,Who Do We Think We Are
/m/01wcp_g,Green Light
/m/01wcp_g,Show Me
/m/01wcp_g,Save Room
/m/01wcp_g,Stay With You
/m/01wcp_g,Blame Game
/m/01wcp_g,This Time
/m/01wcp_g,So High
/m/01wcp_g,Everybody Knows
/m/01wcp_g,Let's Get Lifted Again
/m/01wcp_g,Eyez Closed
/m/01wcp_g,Used to Love U
/m/079df,So Far Away
/m/079df,It's Been Awhile
/m/079df,Outside
/m/079df,Something to Remind You
/m/079df,Tangled Up in You
/m/079df,Right Here
/m/079df,Everything Changes
/m/079df,Epiphany
/m/079df,Mudshuvel
/m/079df,For You
/m/079df,Not Again
/m/079df,Believe
/m/079df,Zoe Jane
/m/079df,All I Want
/m/079df,Fade
/m/01qfzxh,Algo Me Gusta De Ti featuring Chris Brown & T-Pain
/m/01qfzxh,Follow the Leader
/m/01qfzxh,Hipnotízame
/m/01qfzxh,Estoy enamorado
/m/01qfzxh,Mírala bien
/m/01qfzxh,Gracias a ti
/m/01qfzxh,Encendío
/m/01qfzxh,Sexy movimiento
/m/01qfzxh,Dime qué te paso
/m/01qfzxh,No dejemos que se apague
/m/01qfzxh,Tu olor
/m/01qfzxh,Un Beso
/m/01qfzxh,Noche de sexo
/m/01qfzxh,Te siento
/m/01qfzxh,Lloro por ti
/m/09qr6,Angels
/m/09qr6,Candy
/m/09qr6,Feel
/m/09qr6,She's the One
/m/09qr6,Somethin Stupid
/m/09qr6,Supreme
/m/09qr6,Beyond the Sea
/m/09qr6,Rock Dj
/m/09qr6,Let Me Entertain You
/m/09qr6,Better Man
/m/09qr6,Come Undone
/m/09qr6,My Way
/m/09qr6,Bodies
/m/09qr6,Misunderstood
/m/09qr6,Advertising Space
/m/0n_6pll,I Lose
/m/0n_6pll,Hypnotic Regression
/m/0n_6pll,Pittura Infamante
/m/0n_6pll,Bury Me
/m/0n_6pll,The New Life
/m/0n_6pll,Occultation
/m/0n_6pll,Notion
/m/0n_6pll,Drawing Lines
/m/0n_6pll,I Could Die
/m/0n_6pll,Graveyard
/m/0n_6pll,Don't Let Me In
/m/0n_6pll,A Troubled See
/m/0n_6pll,When You Cry
/m/0n_6pll,No More Words
/m/0n_6pll,Nothing More to Say
/m/02wyc0,Go Meera Go
/m/02wyc0,Right Here Right Now
/m/02wyc0,Buddhi Do Bhagwaan
/m/02wyc0,Thayn Thayn
/m/03csddg,Don't Stop Believin'
/m/03csddg,Faithfully
/m/03csddg,Separate Ways
/m/03csddg,Open Arms
/m/03csddg,Any Way You Want
/m/03csddg,Lights
/m/03csddg,Wheel in the Sky
/m/03csddg,When You Love a Woman
/m/03csddg,Lovin' Touchin' Squeezin'
/m/03csddg,After All These Years
/m/03csddg,Stone in Love
/m/03csddg,Who's Crying Now
/m/03csddg,Ask the Lonely
/m/03csddg,Send Her My Love
/m/03csddg,Girl Can't Help It
/m/03p9lk,A Little Bit Stronger
/m/03p9lk,I Could Not Ask for More
/m/03p9lk,Born to Fly
/m/03p9lk,Suds in the Bucket
/m/03p9lk,My Heart Can't Tell You No
/m/03p9lk,Three Chords and the Truth
/m/03p9lk,No Place That Far
/m/03p9lk,You'll Always Be My Baby
/m/03p9lk,New Again
/m/03p9lk,A Real Fine Place to Start
/m/03p9lk,Love You With All My Heart
/m/03p9lk,Perfect
/m/03p9lk,Cheatin'
