mid,answer
/m/056rf_,Romance Bloody Romance (Remixes and B Sides)
/m/07ss8_,X
/m/01wv9p,The Cali Sessions
/m/0jt6vts,The Lumineers
/m/047sxrj,"Pink Friday: Roman Reloaded, The Re-Up"
/m/0c_cyx,The Entertainer
/m/0g68sxp,Never Trust a Happy Song
/m/01vbd5,Stray Arrows: A Collection of Favorites
/m/06g721,Collapsible Lung
/m/06s7rd,R.E.D.
/m/0383y9,The Singles
/m/049h3rr,They Call Me Cadillac
/m/01rjpff,Asymmetry
/m/01wglss,Tomahawk Technique
/m/081skl,In Waves
/m/016s_5,Wrote a Song For Everyone
/m/01vvyc_,Street King Immortal
/m/04zvkdd,MTV Unplugged
/m/01w7sll,The Martyr
/m/01pnbvw,Resolution
/m/015mrk,MTV Unplugged 2.0
/m/03wff49,Self Made
/m/01w20rx,Eye On It
/m/03yxn3,California 37 (deluxe edition)
/m/05p1wq3,In Dreams
/m/0q4vb,Koi No Yokan
/m/01q_39r,Die Young (remix)
/m/05nmwg,Skid Row / 34 Hours
/m/01t_xp_,Clockwork Angels
/m/016psj,The Trouble with Angels
/m/03f4xvm,Mos Dub
/m/058s57,The Blown Away Tour: LIVE
/m/09jm8,5 Album Set
/m/01mqpz,Bone-Mo Thug Boyz Greatest Hits
/m/0p_47,Love Has Come For You
/m/07kht64,Coexist
/m/01cv3n,Alone III: The Pinkerton Years
/m/0414qmv,Hotel California
/m/0hk3_0n,The Ultimate Collection
/m/0g2myb,Scars On 45
/m/0hhwdgn,Free Bricks
/m/01vxqmt,H.N.I.C. 3
/m/08k94w,Diversity
/m/0134pk,Music from Another Dimension!
/m/09gnjnz,Flockaveli 2
/m/0dlmm52,The OF Tape Vol. 2
/m/0409cdm,Big TV
/m/0c01jn2,BE
/m/0cz9brt,Kaleidoscope Dream
/m/01s36sp,Almost Home
/m/05841,Aftershock
/m/01rlkvh,Don't Panic
/m/0127s7,Lotus
/m/01f3c6,Bula Quo: Original Motion Picture Soundtrack
/m/0783m_,Where It All Began
/m/01403_,"Live at the House of Blues, Cleveland 9.15.07"
/m/06ndb5,Lucky: No Time for Love
/m/0c89fp,Dil Dol Giya
/m/0ycfj,Studio Albums 1978-1984
/m/01tmkbf,When the Bough Breaks
/m/01q74f4,Classified
/m/01ws7f,The Q-Music Sessions
/m/033s6,Preaching the Blues
/m/05mt_q,Take Care
/m/0bsj9,ICON
/m/01rym7j,Rescue & Restore
/m/01k021,Loud Like Love
/m/044x_m,Epitaph
/m/0gkzp28,The H
/m/06t1c5,The Rising Tied
/m/06wb9m1,Wakin on a Pretty Daze
/m/01cwhp,Water and a Flame
/m/01w5jwb,The Lady Killer
/m/05q_9w,AM
/m/0fpj9pm,Former Lives
/m/016n_c,Free SPM
/m/01sh40,Option Paralysis
/m/01l1b90,Black Rose
/m/02727tb,Jesus at the Center
/m/01wyz92,Black Friday
/m/0367np,Daisy
/m/09lwrt,Paramore
/m/0fpj4lx,World Wide Rebel Songs
/m/05p3jx4,Welcome to: Our House
/m/0dqr8kq,Wide Eyes Blind Love
/m/0gd9524,Torches
/m/03sc22,This New Day
/m/047ts85,Strange Clouds
/m/01l15bn,Face The Music
/m/0gy1n0d,Every Kingdom
/m/0x3n,Lay It On Me - [The Dave Cash Collection]
/m/01f2q5,& Then You Shoot Your Cousin
/m/01s25r_,Fake History
/m/01vt8h_,Abbabubba
/m/02qhydg,Holy Fire
/m/01mdm7p,Immersion
/m/01knvv,Ghost on Ghost
/m/01qh7_x,Balls Out
/m/01p59n6,Affaire d'etat
/m/01dwrc,The Beginning
/m/036z_k,Closer Remixed
/m/016j7m,Random Access Memories
/m/049qx,The Abbey Road Sessions
/m/0hn8t6m,International Villager
/m/06wcs2,Temper Temper
/m/016qcd,National Treasures - The Complete Singles
/m/03bhmt,Moonlander
/m/0611ys,In Time
/m/0gyvcbq,Stereo Typical
/m/018y2s,Live in Las Vegas
/m/0qfbplf,The 1975
/m/01vn0t_,Barcelona: Special Edition
/m/02qmrkw,I Love You
/m/02xkkq,To Be Loved
/m/015bwt,Twenty
/m/07mvp,GRRR!
/m/0h65pcr,Daniel Padilla
/m/01c2_j,Then & Now: The Very Best of Petula Clark
/m/01vvyfh,25
/m/0dthv2_,Heart Attack
/m/01wsl7c,Live Islington Assembly Hall
/m/03r2qm,Conventional Weapons
/m/04jnpd,Amaryllis
/m/05xm4v,Tales of a GrassWidow
/m/0840vq,Nothing but the Beat
/m/0ch47pk,Halfway to Heaven
/m/04dzwxt,"Me, You & the Music"
/m/01bg09,My Shame Is True
/m/01wbd0n,Another Round
/m/02rt2d,Cosmic Universal Fashion
/m/0zjpz,Undiscovered Soul
/m/038h5h,The Incredible Machine
/m/01ldr5,Rize of the Fenix
/m/01ryrz6,My Passion (Remixes)
/m/02cl_7,How I Learned to Stop Giving a Shit and Love Mindless Self Indulgence
/m/01mpq7s,4
/m/02kssx,Welcome Home: Live
/m/02ltrn,The Platinum Collection
/m/02q21vv,A Different Kind of Fix
/m/02k5sc,Overexposed
/m/02zd7f,Interpol
/m/0crdtjw,Wolf
/m/044cyx,Endgame
/m/0ghczw,Outlaw Gentlemen & Shady Ladies
/m/01s7ns,Euphoria Reloaded
/m/02rg9p2,King of Kingz
/m/07rnh,Re-Mit
/m/03hln_8,"Bon Iver, Bon Iver"
/m/010hn,How Mercy Looks From Here
/m/01wqmm8,BraveHeart
/m/0j_6g0r,Home
/m/0dz93n,Greatest Hits 1994 - 2000
/m/0j6cj,Unstoppable Momentum
/m/02vwckw,Wild Ones
/m/01pbxb,Ultimate Hits: Rock and Roll Never Forgets
/m/01w58mw,The North Borders
/m/01wl38s,The Assassination of Jesse James by the Coward Robert Ford
/m/03m_lw,Intense
/m/03wc88q,The Discovery
/m/046pqq,Based on a True Story...
/m/02lk95,Two Lanes of Freedom
/m/03rkvb,Have One on Me
/m/0d9sps,Stand Out
/m/02v_j9n,2011 Girls' Generation Tour
/m/0838y,iTunes Originals – Weezer
/m/04xc0g,Shallow Bay: The Best of Breaking Benjamin
/m/0l7h1c1,Heroes for Sale
/m/0259r0,I Won't Give Up: The Remixes
/m/01lqkw_,Consignment
/m/01rx5d8,Junip
/m/01vvyvk,My Life II... The Journey Continues (Act 1)
/m/04grfr0,Outlaws Like Me
/m/0g_g2,What About Now
/m/0kjh,The Essential Collection
/m/055kfg,iTunes Live from Sydney
/m/014_xj,Maiden England '88
/m/03f31w2,Mayday Parade
/m/0dl7pg,Sunny Side Up
/m/05x5l9,Love Lust Faith + Dreams
/m/0288c4g,18 Months
/m/094wr,"Songs from the Small Machine: Live in L.A at Saban Theatre in Beverly Hills, CA / 2011"
/m/0gg82ty,Wildflower
/m/0kbzx,Experience Chic Live From Amsterdam
/m/09889g,Bad 25
/m/01mz41,Degradation Trip Volumes 1 & 2
/m/01vvfwl,Vicious Lies and Dangerous Rumors
/m/09qr6,Live at the O2: 24.11.2012
/m/0g9zvmb,Habits & Contradictions
/m/01kpv04,Slave Riot
/m/03csddg,Arnel Pineda
/m/01l19b_,Forever
/m/01vv6_6,Apocalyptic Love
/m/0bdxs5,Best of Hannah Montana
/m/0cxm11,The Gentleman
/m/01jh0v,Ineffable Mysteries From Shpongleland
/m/01t_07f,Clocking Out Is for Suckers
/m/01wjgjb,Can't Take That Away From Me
/m/05b1_cs,Sidetracked
/m/0gbwp,Icon: Number Ones
/m/01wkmgb,Get Your Rock On
/m/01wvnws,Making Mirrors
/m/04fd57z,Science & Faith
/m/063t3j,Trouble Revisited
/m/0glqz8g,My Name Is My Name
/m/0hglxhl,My Head Is an Animal
/m/0285c,Probot
/m/03yz68,Greatest Hits + Five Unreleased
/m/0cc9l01,Live from the Underground
/m/0jrcj,"The Big Four: Live from Sofia, Bulgaria"
/m/01rj4bk,Side Effects of You
/m/07gwgk,Live in London NW5 2012 EP
/m/01vt_j8,Best Days
/m/0473q,Concert for George
/m/02bc74,All That Echoes
/m/05mt7ny,Warrior
/m/074vr1,Chapter V
/m/0cg9y,Praise & Blame
/m/017mbb,Mirrorball: Live & More
/m/01rx22c,Fabric 45: Omar S: Detroit
/m/0j3g6p_,Boys & Girls
/m/015hzk,Wiser for the Time
/m/03rfyr,House of Gold & Bones – Part 2
/m/0dlmdn_,Human
/m/027yv6,Mudvayne
/m/03f3yfj,Two Eleven
/m/0gwzsrp,Olympia
/m/01l8n7l,Set You Free
/m/0227vl,Oh Paris
/m/02p608_,The Hurry and the Harm
/m/02j2py,The Family Sign
/m/02kfyr,Memory Lane - The Best of McFly
/m/01nyx5k,No Love Lost
/m/06mt91,Unapologetic
/m/0137n0,Let's Face the Music and Dance
/m/03yzd8s,Altered State
/m/0560w,Super Collider
/m/09gdrgy,The King Stays King: Sold Out at Madison Square Garden
/m/0c9l1,The Path of Totality Tour – Live at the Hollywood Palladium
/m/0ch3jmh,Something Like This
/m/0fsyx,Bestival Live 2011
/m/0dr_0tw,Night Visions
/m/016fhp,Chic Freak and More Treats
/m/04ldxt,Roulette
/m/0k8t8kx,Finally Rich
/m/01wcs15,Dopeman Music
/m/01wn718,"Food & Liquor II: The Great American Rap Album, Part 1"
/m/0143q0,Crash Love
/m/01sbc4,2.0
/m/03f771p,Hall of Fame
/m/0168cl,Welcome to Fin City
/m/0837ql,Stoic
/m/0dm5l,Electric
/m/01vs4ff,Metallic Spheres
/m/03d68k,American Kid
/m/079df,Live From Mohegan Sun
/m/04mn81,In My Mind
/m/015cqh,Greatest Hits 2
/m/0163j_,Live & Inspired
/m/01sbdn,We Play Songs
/m/03f5tvj,Contra
/m/02pqgj,When I Met You
/m/01rjzb5,Angel Dust
/m/0bt8c,Parklive
/m/014kyy,Collected
/m/01w524f,Very Best of Morrissey
/m/07w1kf,LOVE: Part Two
/m/016pns,M.O.
/m/0150jk,Here and Now
/m/04cqxxg,"Thank You, Happy Birthday"
/m/0kbx8,More Light
/m/01tm_l,Mosquito
/m/03j24kf,RAM
/m/03nn9n,Oh! What a Lovely Tour
/m/03kwjh,iTunes Live from SoHo
/m/02r3zy,Medium Rare
/m/063_hc,Haunted Cities: Screwed and Chopped by DJ Paul Wall
/m/0dvqq,Uno... Dos... Tré!
/m/016fmf,Push and Shove
/m/02n60t,Steal the Light
/m/01vvydl,"Death Row: The Lost Sessions, Volume 1"
/m/0d945,The Devil Put Dinosaurs Here
/m/0jn38,Live at Luna Park
/m/08ztpc,Shaking the Habitual
/m/0j45n9v,Based On a T.R.U. Story
/m/03vryn,Opposites
/m/01vx5w7,Talk a Good Game
/m/01xzb6,The Very Best of Don Henley
/m/03f785z,"The Wrong Side of Heaven and the Righteous Side of Hell, Volume 1"
/m/014gd9,The Greatest Hits
/m/03y82t6,Teenage Dream: The Complete Confection
/m/043kkg9,Headlines! Live from the Hammersmith Apollo
/m/016qf1,Bloodsports
/m/07s7mkl,From Death to Destiny
/m/02wwwv5,IV Play
/m/013w8y,Live Trax Vol. 25
/m/02q3w3v,Native
/m/0cfgd,Now What?!
/m/043zg,Dance Again... The Hits
/m/0bk1p,Special Edition
/m/01_rlk,Grace/Wastelands
/m/01qj_k4,"Legends, Volume 4"
/m/04cvmzk,Words Words Words
/m/01w9wwg,#willpower
/m/0fq4l2,The Blessed Unrest
/m/08759_,Moon Goddess
/m/03d226q,No More Idols
/m/07929f,BLACKsummers'night
/m/0bmg05w,Within and Without
/m/071pvb,Back to Love
/m/02qrljl,iTunes Festival: London 2010
/m/01w5ggj,Damage Case
/m/025xt8y,Time Turns Elastic
/m/053xjm,Alter Bridge: Live at Wembley
/m/03j072m,The Greatest Generation
/m/0ch3wbh,Right Place Right Time
/m/01p0w_,The Eraser Rmxs
/m/04fzp51,Future History
/m/0cy62g,This Is How I Feel
/m/0h3n6gv,Fashionably Late
/m/0dm8dxq,The Way it Was
/m/01jfnvd,After Hours
/m/01rgvm,Evangelion
/m/01wcp_g,Love In The Future
/m/065y7q,Float
/m/01kx_81,The Very Best of Mick Jagger
/m/01wdxyy,Body Talk Pt. 3
/m/0134s5,Live at River Plate
/m/03j0ns1,Such Hot Blood
/m/05j7_,Anatomy of a Drum Solo
/m/073gq,Lonely Day EP
/m/01w2ksr,Act I: Eternal Sunshine
/m/01wph57,Twelve Reasons to Die
/m/0fr6tm4,My Darkest Days
/m/03f5w8k,Don't Forget Who You Are
/m/03j3pg9,Loso's Way 2: Rise to Power
/m/01vsxdm,Slo-Mo-Tion Remix EP
/m/020gw1,Progress Live
/m/07s3w3w,Panjaban
/m/0b9kll,Keep Moving
/m/0gjcnwm,Black Flag
/m/0827v,Legendary Weapons
/m/034tr0,The Art of Doing Nothing
/m/0px6z,Anthem
/m/0167v4,Live After Deaf
/m/02wv07,Shaved and Dangerous
/m/07r1_,Oceania
/m/0130yf,Made in Japan
/m/01sl2n9,Glorious Ruins
/m/02630p_,Notes From the Underground - Unabrided Edition
/m/05ckn1,Big Money Heavyweight: Screwed and Chopped
/m/01vrqtm,Bastards
/m/01vvyd8,Authentic
/m/016dxh,Corporate America
/m/02b25y,Passione
/m/0fzpn7,Dear Miss Lonelyhearts
/m/01rwyfq,The Face – The Very Best of Visage
/m/01vw20h,Magna Carta Holy Grail
/m/0m2l9,Psychedelic Pill
/m/01lvl5,Anthology
/m/01w7nww,ICON: The Best of Erykah Badu
/m/072d65,Departures
/m/01my5lh,Pepper
/m/0dgfsk,One Eye To Morocco
/m/025_1vt,Glassheart
/m/02713q,Transference
/m/0d193h,"2012-07-02: O2 Arena, Prague, Czech Republic (#8)"
/m/0181_r,The Lost Children
/m/0dt1cm,Freedom
/m/02qwg,Old Sock
/m/04zzs32,Live From Bull Moose
/m/0dr0lf,Zindagi
/m/01j59b0,Rise
/m/01jfzm6,Never Stop Doing What You Love
/m/045wvq,Neon Bible
/m/01vvlyt,Songversation
/m/0cc8frw,Alexander
/m/0gfd3bs,Megalithic Symphony
/m/050swh,The Hunter
/m/0120rz,Icon
/m/03v8z0,The Collection
/m/04mzz43,Gossamer
/m/07kt1v,Best Of
/m/0kzy0,In the Key of Disney
/m/011xhx,The Casablanca Singles
/m/076ypgv,Phulkari 2
/m/03f353h,At Your Inconvenience
/m/01qzry,The Spinning Top
/m/01vrncs,The 50th Anniversary Collection
/m/01j4gy3,Earth Rocker
/m/06mf7y,Home
/m/089tm,Original Album Series
/m/0p812k2,Tate Stevens
/m/063_5mh,Weightless
/m/018n6m,Respect M.E.
/m/01k9t__,Live at the On Broadway 1982
/m/01mwsnc,I Feel Like Playing
/m/03qmrpl,Helplessness Blues
/m/07jfh5,Icon
/m/080gct2,Lights
/m/089pg7,iTunes Live
/m/0g5rt4p,Andy Grammer
/m/0dlkgwl,Hobab
/m/0gkyfh4,Hell on Heels
/m/016sqs,Love Is Everything
/m/01hykl_,Essentials
/m/0n49g_9,Bad Blood
/m/012hqb,We Major
/m/0prx6,Tomorrow's Harvest
/m/025b26,The Conversation
/m/03f7lp0,Hustle Gang Presents: G.D.O.D. (Get Dough Or Die)
/m/070r4_,Bankrupt!
/m/01k_yf,We Were Dead Before the Ship Even Sank
/m/01q9gc6,Off the Shelf
/m/0frdrfr,The Head and the Heart
/m/0g9sr1k,iTunes Festival: London 2012
/m/01rxfsw,Singh Better Than King
/m/0f2jr1,Break the Spell
/m/01q3mz4,The One You Need
/m/06_v0k3,Them Crooked Vultures
/m/015_8p,Graffiti on the Train
/m/0cjrgx,Caught in the Act: Live
/m/0dljbvk,Half of Where You Live
/m/0g588b7,EARL
/m/03m8bm2,Gift and Grace
/m/01wg982,Venomous Rat Regeneration Vendor
/m/01w78ry,The Moment
/m/049b20,Out Standing in Their Field
/m/0b6dz8t,$O$
/m/0fqqnpw,Take Me Home
/m/0gg54w7,About That Life
/m/01s0p94,Boondh
/m/01vw8mh,Reincarnated
/m/01wv9xn,The Wall Singles Collection
/m/0163m1,The Greatest Hits
/m/0k3lyz1,An Awesome Wave
/m/0fqbcfp,Drink the Sea
/m/0gg7xx2,Opus Eponymous
/m/01w61th,Playlist: The Very Best of Ricky Martin
/m/01sjj0w,Arabia Mountain
/m/09rt83f,When the Sun Goes Down
/m/02_qfv,True Believers
/m/0dsrs3,Ungrateful
/m/0cc99yf,Christmas with Scotty McCreery
/m/016ksk,New World Order
/m/049fvbf,Golden
/m/04dpt7,Live!
/m/0fs0bm6,Live at Eddie's Attic
/m/01hk8j2,Double Back: Evolution of R&B
/m/01vvpjj,The Very Best of Enya
/m/03nd87,Maiye Ni Kyun Nahin Boldi
/m/059k6b,Man of Sorrows
/m/0cz1md,Here We Stand
/m/07pzc,Shakurspeare
/m/08cnsg,Salaam
/m/02p68d,Ain't No Mountain High Enough - Tribute to Hitsville
/m/027rdwc,One Night Stand: The Live Album
/m/0k60,Rushup Edge
/m/0pr13,Vice Verses
/m/01msrvt,The Idiots Are Winning
/m/01zrx0,Late Night Tales
/m/01wgjj5,Adam Ant Is the BlueBlack Hussar in Marrying the Gunner's Daughter
/m/0lccn,Live in Fredericton
/m/011_vz,Original Album Series
/m/01vw87c,The Power Station Years: The Unreleased Recordings
/m/01wk7ld,"Tongue ""N"" Cheek"
/m/0fqdsrr,Crooks & Lovers
/m/0g9_hlg,Just Re'd Up
/m/0gl0hjp,Up All Night
/m/06wb1_s,Understanding What We've Grown to Be
/m/0dl567,Red
/m/01vtj38,Closer to the Truth
/m/0197tq,Covers
/m/0dllvll,Raw
/m/04qmr,Lost in the Echo (B Roger remix)
/m/07sbny7,Trespassing
/m/0cn_2pr,Forgive Me
/m/011kc9,MBV
/m/028d8m,MB20 Live 04-15-2013 Southampton
/m/0fqp8fd,Rust Colored Stones
/m/03d2k,Inspiration: A Tribute to Nat King Cole
/m/0g5xwf2,Young the Giant
/m/0130zt,Comedown Machine
/m/01vsnff,Blunderbuss
/m/04n4fqy,Ice on the Dune
/m/095x_,State
/m/0gktwr,The Electric Lady
/m/0khth,Mermaid Avenue: The Complete Sessions
/m/08722t,Personal Record
/m/06rgq,Icon 2
/m/0f799,The Essential
/m/0gystz9,Noel Gallagher's High Flying Birds
/m/0187x8,Summer Stadiums 2010 EP
/m/01vsyg9,Hip Young Guitar Slinger
/m/01wgdfz,Cocaine Muzik 7 - The World Is Yours
/m/04qzm,Stampede of the Disco Elephants
/m/0501yh,Meri Kahani
/m/01wm3bd,Stories Don't End
/m/0bs3d41,TRUE
/m/03f6827,Praxis Makes Perfect
/m/05cknf,Rich Gang: All Stars
/m/0b1hw,King Animal
/m/049fb8r,The Gifted
/m/05mvpk7,31 Minutes to Take Off
/m/07m7k,The Best of Tool
/m/01x0yrt,Come on Over / The Woman in Me
/m/01wj0gb,Alpocalypse
/m/016m5c,Screaming For Vengeance - Special 30th Anniversary Edition
/m/03gr7w,Wheelhouse
/m/03vtny,Live from the Union Chapel
/m/03v5x0,Deceiver of the Gods
/m/01m8qmz,The Early Years
/m/02plkqp,The Reckoning
/m/01whg97,Après
/m/02h9_l,Chapter VIII: The Encore of a Gemstone
/m/03ks26,Best Of...
/m/0dln428,Watching Movies with the Sound Off
/m/0bs1g5r,Unorthodox Jukebox
/m/01h113,Get Your Heart On!
/m/01sj7yt,Hunter Hayes
/m/03j_hq,Bloody Pit of Horror
/m/07vbzh,Illuminaudio
/m/01vw20_,Rebel Soul
/m/0j46c2c,The World from the Side of the Moon
/m/09v2j1p,Blind EP
/m/01w334h,Kiss From The Past:The Remix Album
/m/026v1vc,Souled Out
/m/03xn99q,Heart of Nowhere
/m/06w2sn5,Believe (Acoustic)
/m/03n5x3,The Hands That Thieve
/m/03nsb8j,Tarot Sport
/m/04k05,Celebration Day
/m/0ffgh,Write Me Back
/m/0krh8,The Collection
/m/01pkxs9,Woman to Woman
/m/01sb5r,Analog Man
/m/015f7,In the Zone / Circus
/m/0285kk5,Monomania
/m/0gcs9,Collection: 1973 - 2012
/m/01mdyh1,Desire Lines
/m/01w4yj2,False Idols
/m/0pkyh,Band of Joy
/m/0qf11,Time
/m/03h_fk5,Every Song Tells a Story
/m/019v3d,The Minutes
/m/01l35sx,Life on a Rock
/m/0bby4gj,Live at the Royal Albert Hall
/m/02s92r,Deltron 3030
/m/025ldg,Greatest Hits: Chapter One
/m/0dkbr4,Kailasa
/m/0lk90,"Live at Gibson Amphitheatre: August 15th, 2007"
/m/016fnb,The Sweet Escape
/m/060fb3,Sway
/m/07kj7dm,Moderat
/m/0c3zl14,Feel
/m/01vsy7t,The Next Day
/m/016vqk,Tuskegee
/m/04zx34d,Disc-Overy
/m/0408z4w,Uncaged
/m/019g40,Love & Other Drugs
/m/01s21dg,Born and Raised
/m/01vrz41,The Diving Board
/m/01304j,Multi-Dimensional Warrior
/m/01386_,Harakiri
/m/05mqqhg,Hat Pichhe
/m/0n5vlzp,Settle
/m/01f5z8,Disarm the Descent
/m/01qwj55,God Willin' And The Creek Don't Rise
/m/0hhqp47,Long.Live.A$AP
/m/0fv8tb,Simple Math
/m/01vw37m,#IDGAF
/m/03d9d6,Battle Born
/m/0ntq7,Antennas to Hell
/m/013w4h,Shaolin vs. Wu-Tang
/m/01jxng,Metal
/m/026dx,The Big Dream
/m/06mj4,I’m With You
/m/0gr69,Mojo Tour 2010
/m/04n2vgk,Indicud
/m/07nxsq,The Wack Album
/m/01cblr,Echoes of the Outlaw Roadshow
/m/01trhmt,Looking 4 Myself
/m/03vhvp,El Camino
/m/0ftgly,Tape Deck Heart
/m/016lmg,The Added Fat EP
/m/01hb9p,The Complete United Artists Solo Singles
/m/030155,21st Century Love
/m/050f73,C'est la vie
/m/0h1h5ns,Sticks & Stones
/m/072q26,Trouble Will Find Me
/m/01w5n51,MGMT
/m/0h_dkd6,XOXO
/m/0g824,Girl on Fire
/m/012vnv,Damage
/m/02tmxp,Tears on Tape
/m/0j1yf,The 20/20 Experience
/m/017g21,Ça Ira
/m/018ndc,The Essential Dixie Chicks
/m/013pk3,Didn't It Rain
/m/01k_n63,Hope on the Rocks
/m/0gjdn4c,Trilogy
/m/01j83g1,The Sound of Sunshine
/m/0dnr3sc,Welcome Reality
/m/0b76ftj,Radioactive
/m/0370w8,Sounds of a Playground Fading
/m/076zbfp,The Fool
/m/01ww_2d,Bass Generation
/m/026ks1k,Downtown Battle Mountain II
/m/07lf2h,The Fray – The Collection
/m/0h_bfc4,Blessed
/m/02jg9g,Accidentally on Purpose
/m/0j9k3bv,Jake Bugg
/m/09gb9j6,The Flood
/m/016_k4,Livin' Life as Lumberjacks
/m/02gn01,Ursa Minor
