mid,answer
/m/09klv,Cholinesterase inhibitor
/m/0hk18,Bronchodilator
/m/0hk18,Steroid
/m/01r6j,Calamine
/m/01r6j,Zoster-immune globulin
/m/0476hh,Nail avulsion
/m/0476hh,Warm soak
/m/02wmyj,Vitamin C
/m/02wmyj,Alpha-adrenergic agonist
/m/02wmyj,Rest
/m/02wmyj,Increase fluid intake
/m/03m3nd4,Continuous positive airway pressure
/m/03m3nd4,Tonsillectomy
/m/03m3nd4,Tracheotomy
/m/03m3nd4,Uvulopalatopharyngoplasty
/m/03m3nd4,Turbinectomy
/m/03m3nd4,Maxillomandibular advancement
/m/03m3nd4,Genioglossus advancement
/m/02k7pj,Cerivastatin Sodium
/m/02k7pj,Dextrothyroxine
/m/012n6d,Dextran 1
/m/036l18,Fasciotomy
/m/036l18,Needle aponeurotomy
/m/036l18,Partial fasciectomy
/m/036l18,Complete fasciectomy
/m/0370f,Physical therapy
/m/0370f,Plasmapheresis
/m/0370f,Intravenous immunoglobulin
/m/0370f,Mechanical ventilation
/m/08vy6d,Bedrest
/m/0hgxh,Surgery
/m/0hgxh,Low-fat diet
/m/0hgxh,Low-protein diet
/m/0hgxh,Vitamin B Complex
/m/081dp,Sclerotherapy
/m/081dp,Compression stockings
/m/081dp,Radiofrequency ablation
/m/081dp,Vein stripping
/m/081dp,Endovenous laser treatment
/m/081dp,Ambulatory phlebectomy
/m/081dp,Elevation of the legs
/m/01vnwz,Thoracentesis
/m/0jwqt,Combined oral contraceptive pill
/m/0jwqt,Laser
/m/0jwqt,Dermabrasion
/m/0jwqt,Topical medication
/m/0jwqt,Light therapy
/m/0jwqt,Photodynamic therapy
/m/0jwqt,Antibacterial soap
/m/0gwj,Applied behavior analysis
/m/0gwj,Speech-language pathology
/m/0gwj,Orthomolecular medicine
/m/0h3bn,Intravenous therapy
/m/0h3bn,Oral rehydration therapy
/m/0h3bn,Increase fluid intake
/m/0h3bn,Rehydration
/m/04glp3v,Pyrethrin
/m/04mw5n,Surgery
/m/04mw5n,Incision and drainage
/m/04mw5n,Laser
/m/0h1pq,Gluten-free diet
/m/0hg1d,Depigmentation
/m/0hg1d,PUVA therapy
/m/0hg1d,Skin grafting
/m/0hg1d,Trioxsalen
/m/0hg1d,Autologous
/m/02vrr,Surgery
/m/02vrr,Ketogenic diet
/m/02vrr,Vagus nerve stimulation
/m/02vrr,Transcranial magnetic stimulation
/m/0gdsn5,Eye surgery
/m/0gdsn5,Artificial tears
/m/02tdc5,Iron supplement
/m/02tdc5,Blood transfusion
/m/02tdc5,Surgery
/m/0jbx2,Appendectomy
/m/0jbx2,Intravenous therapy
/m/0mzty,Topical Anti-Infective Agent
/m/01q1sz,Chest tube
/m/01q1sz,Mechanical ventilation
/m/025v3lm,Hygiene
/m/025v3lm,Warm compress
/m/025v3lm,Chlorhexidine
/m/0f6h7n,Splint
/m/0f6h7n,Ice pack
/m/0f6h7n,Elastic bandage
/m/0f6h7n,Reconstructive surgery
/m/0f6h7n,Cold compression therapy
/m/0f6h7n,Rehabilitation
/m/0ffxt,Surgery
/m/097ns,Liver transplantation
/m/097ns,Low sodium diet
/m/097ns,Low-protein diet
/m/097ns,High carbohydrate diet
/m/097ns,Vitamin B Complex
/m/096ftz,Surgery
/m/096ftz,Splint
/m/03p41,Post-exposure prophylaxis
/m/03p41,Management of HIV/AIDS
/m/01b_5g,Antacid
/m/01b_5g,Nissen fundoplication
/m/01b_5g,Alginic acid
/m/01b_5g,Prokinetic agent
/m/01b_5g,EndoCinch endoluminal gastroplication
/m/01b_5g,Stretta system
/m/07s4l,Oral rehydration therapy
/m/029sk,Educational Support Professional
/m/02k6hp,Cardiac surgery
/m/02k6hp,Stress management
/m/02k6hp,Cardioversion
/m/02k6hp,Low sodium diet
/m/02k6hp,Low-fat diet
/m/02rxy7,Incision and drainage
/m/02rxy7,Wide local excision
/m/02rxy7,Soft-tissue laser surgery
/m/03nfsv,Light therapy
/m/07x16,Cranberry juice
/m/07x16,Sulfacytine
/m/09wsg,Fluid replacement
/m/09wsg,Rehydration
/m/0dcrb,Physical therapy
/m/0dcrb,Surgery
/m/0dcrb,Speech-language pathology
/m/0dcrb,Occupational therapy
/m/0dcrb,Orthopedic surgery
/m/0dcrb,Anticonvulsant
/m/0dcrb,Neurectomy
/m/01hwqk,Skin grafting
/m/01hwqk,Alginic acid
/m/01hwqk,Escharotomy
/m/01hwqk,Rehydration
/m/0fm5n,Cognitive behavioral therapy
/m/0fm5n,Deep brain stimulation
/m/0pv6y,Transcranial magnetic stimulation
/m/04st8,Plasmapheresis
/m/04st8,Thymectomy
/m/04st8,Intravenous immunoglobulin
/m/04st8,Mycophenolate Mofetil
/m/02q0yh,Chemotherapy
/m/02q0yh,Hematopoietic stem cell transplantation
/m/02q0yh,Immunotherapy
/m/02q0yh,Pharmacotherapy
/m/0c78m,Bronchodilator
/m/0c78m,Long-acting beta-adrenoceptor agonist
/m/0c78m,Anti-asthmatic Agent
/m/01gkcc,Antiviral drug
/m/01gkcc,Rest
/m/01gkcc,Increase fluid intake
/m/012tt4,Surgery
/m/012tt4,Vitamin E
/m/012tt4,Penile prosthesis
/m/012tt4,Nesbit plication
/m/012tt4,Leriche Technique
/m/012tt4,Aminobenzoate Potassium
/m/01dcqj,Surgery
/m/01dcqj,Chemotherapy
/m/01dcqj,Radiation therapy
/m/01dcqj,Immunotherapy
/m/040k6g,Intravenous immunoglobulin
/m/040k6g,Coronary artery bypass surgery
/m/040k6g,Angioplasty
/m/040k6g,Coronary stent
/m/06g7c,Disease-modifying antirheumatic drug
/m/06g7c,Surgery
/m/06g7c,TNF inhibitor
/m/06g7c,Immunosuppressive drug
/m/06g7c,Arthroplasty
/m/06g7c,Synovectomy
/m/01kcp2,Physical therapy
/m/0254yv,Curettage
/m/0254yv,Cryotherapy
/m/0254yv,Steroid
/m/0254yv,Lotion
/m/0j8hd,Chemotherapy
/m/0j8hd,Radiation therapy
/m/0j8hd,Mastectomy
/m/0j8hd,Hormone therapy
/m/0j8hd,Cancer immunotherapy
/m/036b82,Dermabrasion
/m/036b82,Laser therapy
/m/02y0js,Physical therapy
/m/02y0js,Stroke recovery
/m/02y0js,Surgery
/m/02y0js,Occupational therapy
/m/02y0js,Angioplasty
/m/02y0js,Thrombolytic drug
/m/02y0js,Carotid endarterectomy
/m/02y0js,Intravenous therapy
/m/02y0js,Oxygen therapy
/m/02y0js,Transcranial magnetic stimulation
/m/02y0js,Transcranial direct-current stimulation
/m/02y0js,Thrombectomy
/m/03m_f1,Hernia repair
/m/03m_f1,Truss
/m/0213yl,Amputation
/m/01s1m,Coronary artery bypass surgery
/m/01s1m,Angioplasty
/m/01s1m,Coronary stent
/m/03r92g,Surgery
/m/03r92g,Warm compress
/m/03r92g,Proper hygiene
/m/0m7h6,Cataract surgery
/m/0m7h6,Phacoemulsification
/m/0ftsr,Cognitive behavioral therapy
/m/03tkg7,Surgery
/m/03tkg7,Physical exercise
/m/03tkg7,Orthosis
/m/0hg45,Weight loss
/m/0hg45,Coronary artery bypass surgery
/m/0hg45,Angioplasty
/m/0hg45,Smoking cessation
/m/0hg45,Pentaerythritol
/m/0hg45,Erythritol tetranitrate
/m/0hg45,Stenting
/m/0dcp_,Gene therapy
/m/0dcp_,Lung transplantation
/m/0dcp_,Bronchodilator
/m/0dcp_,Respiratory therapy
/m/0dcp_,Pneumococcal vaccine
/m/0dcp_,Increase fluid intake
/m/03f_cb,Orthomolecular medicine
/m/0h99n,Support group
/m/0h99n,Family Therapy
/m/0h99n,Psychotherapy
/m/04n8k4,Physical therapy
/m/04n8k4,Acupuncture
/m/04n8k4,Arthroscopy
/m/04n8k4,Transcutaneous electrical nerve stimulation
/m/04n8k4,Hydrodilatation
/m/04n8k4,Joint manipulation
/m/07ldcz,Phototherapeutic keratectomy
/m/07ldcz,Antibiotic ophthalmic drops
/m/02s64_,Eye surgery
/m/02s64_,Eyepatch
/m/02s64_,Transcranial magnetic stimulation
/m/02s64_,Corrective lens
/m/011wk5,Surgery
/m/011wk5,Thyroidectomy
/m/011wk5,Radiation therapy
/m/011wk5,Chemotherapy
/m/011wk5,Thyroglobulin
/m/011wk5,Lobectomy
/m/011wk5,Hormone therapy
/m/011wk5,External beam radiotherapy
/m/011wk5,Radioactive iodine therapy
/m/016khw,Cognitive behavioral therapy
/m/0gzv0,Bronchodilator
/m/0gzv0,Surgery
/m/0gzv0,Pulmonary rehabilitation
/m/0f38qy,Physical therapy
/m/0f38qy,Knee Joint Aspiration
/m/032snl,Steroid
/m/032snl,Pericardiocentesis
/m/032snl,Cardiac surgery
/m/0343bb,Surgery
/m/0343bb,Hormone replacement therapy
/m/01dxg3,Dietary fiber
/m/01dxg3,Laxative
/m/01n597,Immunosuppressive drug
/m/025r6w,Antifungal medication
/m/025r6w,Barrier cream
/m/025r6w,Proper hygiene
/m/04n8bv,Arthroscopy
/m/04n8bv,Steroid
/m/04n8bv,Arthroplasty
/m/02220s,Catheter ablation therapy
/m/0lp66,Physical exercise
/m/0lp66,Angioplasty
/m/0lp66,Coronary artery bypass surgery
/m/0lp66,Antiplatelet drug
/m/02jf6f,Physical exercise
/m/02jf6f,Weight loss
/m/02jf6f,Surgery
/m/02jf6f,Relaxation technique
/m/02jf6f,Arthroplasty
/m/02jf6f,Ice pack
/m/02jf6f,Synovectomy
/m/02jf6f,Warm compress
/m/02jf6f,Rest
/m/0dcsx,Vitamin E
/m/0dcsx,Validation therapy
/m/0dcsx,Low-fat diet
/m/0dcsx,Sensory integration
/m/0dcsx,Reminiscence therapy
/m/0dcsx,Simulated presence therapy
/m/01b_6k,Radiofrequency ablation
/m/01b_6k,Nissen fundoplication
/m/01b_6k,Esophagectomy
/m/01b_6k,Photodynamic therapy
/m/0dmx6,Thyroidectomy
/m/04w68t,Ear drop
/m/04w68t,Steroid
/m/04w68t,Antifungal medication
/m/04w68t,Ear cleaning
/m/0mzt3,Rest
/m/0mzt3,Increase fluid intake
/m/0m32h,Radiation therapy
/m/0m32h,Chemotherapy
/m/0m32h,Hormone therapy
/m/0m32h,High-intensity focused ultrasound
/m/0m32h,Cryotherapy
/m/0m32h,Cryosurgery
/m/0m32h,External beam radiotherapy
/m/0m32h,Palliative care
/m/0m32h,Prostate brachytherapy
/m/0m32h,Radical retropubic prostatectomy
/m/0m32h,Gene therapy
/m/0m32h,Watchful waiting
/m/0m32h,Laparoscopic radical prostatectomy
/m/0m32h,Radical perineal prostatectomy
/m/0167bx,Antiviral drug
/m/0167bx,Liver transplantation
/m/0f5wq,Physical exercise
/m/0f5wq,Surgery
/m/0f5wq,Low-carbohydrate diet
/m/03bzg8_,Weight loss
/m/03bzg8_,Physical exercise
/m/03bzg8_,Low-carbohydrate diet
/m/03bzg8_,Low-fat diet
/m/014961,Rehydration
/m/0134rc,Dialectical behavior therapy
/m/0134rc,Transference focused psychotherapy
/m/05s5v6,Vicks VapoRub
/m/08t1hs,Sunscreen
/m/08t1hs,Sun protective clothing
/m/09c_t,Antiviral drug
/m/09c_t,Anticonvulsant
/m/09c_t,Fluid replacement
/m/09c_t,Rest
/m/0fl_v,Surgery
/m/0fl_v,Splint
/m/01rt5h,Chemotherapy
/m/01rt5h,Radiation therapy
/m/01rt5h,Inguinal orchiectomy
/m/01rt5h,Retroperitoneal lymph node dissection
/m/07s82,Carotid endarterectomy
/m/07s82,Smoking cessation
/m/09969,Surgery
/m/09969,Radiation therapy
/m/09969,Chemotherapy
/m/09969,Radiosurgery
/m/0cvql,Occupational therapy
/m/0cvql,Speech-language pathology
/m/0j5fv,Cefaly
/m/03nvt0,Caesarean section
/m/03nvt0,Bed rest
/m/01klhb,Bonjela
/m/01qqwn,Chemotherapy
/m/01qqwn,Hematopoietic stem cell transplantation
/m/01qqwn,Radiation therapy
/m/072zr,Rehydration
/m/04c_jpd,Cognitive behavioral therapy
/m/04c_jpd,Psychoeducation
/m/0h3h4,Surgery
/m/0h3h4,Antacid
/m/06mg4x,Myringotomy
/m/06mg4x,Mastoidectomy
/m/0730g,Hematopoietic stem cell transplantation
/m/0730g,Cyanate
/m/034z18,Physical therapy
/m/034z18,Steroid
/m/034z18,Cold compression therapy
/m/034z18,Rest
/m/033pgk,Diabetic diet
/m/033pgk,Physical exercise
/m/0f6wd,Smoking cessation
/m/0fd23,Immunotherapy
/m/0fd23,Leukotriene antagonist
/m/0lcdk,Blood transfusion
/m/0lcdk,Dietary supplement
/m/0lcdk,Iron supplement
/m/0lcdk,Surgery
/m/0lcdk,Intravenous therapy
/m/0lcdk,Hematopoietic stem cell transplantation
/m/04snn,Physical therapy
/m/04snn,Occupational therapy
/m/04snn,Orthopedic surgery
/m/01k9gb,Surgery
/m/01k9gb,Chemotherapy
/m/01k9gb,Radiation therapy
/m/01k9gb,Esophagectomy
/m/01k9gb,Photodynamic therapy
/m/01k9gb,Esophagogastrectomy
/m/03_mj_,Epley maneuver
/m/03_mj_,DizzyFIX
/m/0f4sml,Tympanoplasty
/m/0f4sml,Ear drop
/m/0f4sml,Warm compress
/m/01vpyv,Surgery
/m/01fhyk,Tympanostomy tube
/m/01fhyk,Myringotomy
/m/030cb2,Laminectomy
/m/030cb2,Physical therapy
/m/030cb2,Laminotomy
/m/030cb2,Back brace
/m/030cb2,Epidural Steroid Injection
/m/030cb2,Minimally Invasive Thorasic Spinal Fusion
/m/054xgp,Hysterectomy
/m/054xgp,Hormone therapy
/m/0yvgr,Physical exercise
/m/0yvgr,Back brace
/m/0yvgr,Chiropractic treatment techniques
/m/0yvgr,Electrical muscle stimulation
/m/0yvgr,Minimally Invasive Thorasic Spinal Fusion
/m/03gf8g,Surgery
/m/03gf8g,Warm compress
/m/03gf8g,Proper hygiene
/m/05t8mv,Surgery
/m/05t8mv,Ureteric stent
/m/05t8mv,Nephrostomy
/m/05t8mv,Pyeloplasty
/m/05t8mv,Urinary catheterization
/m/05t8mv,Suprapubic cystostomy
/m/0849qj,Physical exercise
/m/0849qj,Blood glucose monitoring
/m/0849qj,Diabetic diet
/m/0849qj,Pancreas transplantation
/m/0849qj,Edmonton protocol
/m/01dn_8,Surgery
/m/01dn_8,Caesarean section
/m/03hz0,Thyroidectomy
/m/03hz0,Radioactive iodine therapy
/m/01v3ks,Transcranial magnetic stimulation
/m/03y91v,Antacid
/m/01bcp7,Surgery
/m/01bcp7,Chemotherapy
/m/01bcp7,Radiation therapy
/m/01bcp7,Cancer immunotherapy
/m/01wf75,Cardioversion
/m/01wf75,Radiofrequency ablation
/m/01wf75,Antiarrhythmic agent
/m/01wf75,Cox maze procedure
/m/01wf75,Left atrial appendage occlusion
/m/01wf75,Catheter ablation therapy
/m/07cszr,Liposuction
/m/07cszr,Mastectomy
/m/07cszr,Androgen replacement therapy
/m/035482,Dialysis
/m/035482,Kidney transplantation
/m/035482,Angiotensin II receptor antagonist
/m/035482,Blood transfusion
/m/035482,Renal replacement therapy
/m/0fp3b,Lactase
/m/02bg7m,Chemotherapy
/m/02bg7m,Hematopoietic stem cell transplantation
/m/02bg7m,Immunotherapy
/m/0k95h,Guanadrel
/m/01g45j,Clipping
/m/01g45j,Physical medicine and rehabilitation
/m/01g45j,Anticonvulsant
/m/01g45j,Endovascular coiling
/m/01_qc_,Chemotherapy
/m/01_qc_,Surgery
/m/01_qc_,Pancreaticoduodenectomy
/m/01_qc_,Radiation therapy
/m/01_qc_,Pancreatectomy
/m/03fqwr,Chemotherapy
/m/03fqwr,Hematopoietic stem cell transplantation
/m/03fqwr,Radiation therapy
/m/03fqwr,Pharmacotherapy
/m/0gxbfm,Antiviral drug
/m/03dww2,Vitrectomy
/m/03dww2,Cryotherapy
/m/03dww2,Scleral buckle
/m/03dww2,Laser coagulation
/m/03dww2,Pneumatic Retinopexy
/m/03dww2,Ignipuncture
/m/05904,Transcranial magnetic stimulation
/m/05904,Cefaly
/m/03ng0t,Tonsillectomy
/m/03ng0t,Throat lozenge
/m/03ng0t,Rest
/m/03ng0t,Increase fluid intake
/m/0g02vk,Physical exercise
/m/0g02vk,Physical therapy
/m/0g02vk,Surgery
/m/0g02vk,Deep brain stimulation
/m/0g02vk,Speech-language pathology
/m/0g02vk,Occupational therapy
/m/0g02vk,Transcranial magnetic stimulation
/m/0g02vk,Increase fluid intake
/m/0d_bk,Hysterectomy
/m/0d_bk,Cervical conization
/m/0d_bk,Radiation therapy
/m/0d_bk,Loop electrical excision procedure
/m/0d_bk,Cryosurgery
/m/0d_bk,Surgery
/m/0d_bk,Chemotherapy
/m/0d_bk,Soft-tissue laser surgery
/m/01fxrj,Combined oral contraceptive pill
/m/036l45,Debridement
/m/036l45,Hyperbaric medicine
/m/01l2m3,Implantable cardioverter-defibrillator
/m/01l2m3,Angiotensin II receptor antagonist
/m/01l2m3,Implanted cardiac resynchronization device
/m/01l2m3,Left Ventricular Assist Device
/m/04nz3,Immunosuppressive drug
/m/0fmnf,Light therapy
/m/01q6mh,Cholecystectomy
/m/01q6mh,Laparoscopic surgery
/m/01q6mh,Lithotripsy
/m/01q6mh,Therapeutic endoscopy
/m/04psf,Chemotherapy
/m/04psf,Hematopoietic stem cell transplantation
/m/04psf,Radiation therapy
/m/04psf,Immunotherapy
/m/03chkz,Electrosurgery
/m/03chkz,Soft-tissue laser surgery
/m/03chkz,Topical Anti-Infective Agent
/m/02_x8m,Transcranial magnetic stimulation
/m/0259rv,Chemotherapy
/m/0259rv,Radiation therapy
/m/0259rv,Surgery
/m/0259rv,Hormone therapy
/m/0jy0d,Trabeculectomy
/m/0jy0d,Iridectomy
/m/0jy0d,Cannabis smoking
/m/0jy0d,Trabeculoplasty
/m/0hmdd,Light therapy
/m/0hmdd,Psychotherapy
/m/09jg8,Liver transplantation
/m/0cfb2,Passive immunity
/m/02mdz9,Nasal spray
/m/02mdz9,Histamine antagonist
/m/0qcr0,Chemotherapy
/m/0qcr0,Radiation therapy
/m/0qcr0,Surgery
/m/01lgwv,Contact lens
/m/01lgwv,Corneal transplantation
/m/01lgwv,Intrastromal corneal ring segments
/m/01lgwv,Radial keratotomy
/m/01lgwv,Laser radial keratotomy
/m/025vt6,Marsupialization
/m/025vt6,Surgical Drain
/m/03m3vr6,SIR-Spheres
/m/0fmlk,Vitrectomy
/m/0fmlk,Laser coagulation
/m/0fmlk,Panretinal Photocoagulation
/m/0c5s4,Intravenous therapy
/m/0c5s4,Increase fluid intake
/m/014w_8,Surgery
/m/014w_8,Antihypotensive agent
/m/014w_8,Intravenous therapy
/m/01q6nb,Debridement
/m/01q6nb,Amputation
/m/01q6nb,Hyperbaric medicine
/m/01q6nb,Negative-pressure wound therapy
/m/0chk3,Heart transplantation
/m/0chk3,Ablation
/m/0chk3,Ventricular assist device
/m/0chk3,Cardiac pacemaker
/m/0chk3,Defibrillator
/m/0t1t,Physical therapy
/m/0t1t,Biologic
/m/0t1t,Disease-modifying antirheumatic drug
/m/0t1t,Arthroplasty
/m/0t1t,Joint replacement
/m/0t1t,Synovectomy
/m/0t1t,Counterirritant
/m/0h9dj,Radiation therapy
/m/0h9dj,Mohs surgery
/m/0h9dj,Cryosurgery
/m/087z2,Palliative care
/m/01c88f,Anger management
/m/01c88f,Stress management
/m/01c88f,Psychotherapy
/m/0h1r3,Iron supplement
/m/0h1r3,Proctocolectomy
/m/05vs7s,Potassium permanganate
/m/05vs7s,Cold compression therapy
/m/025hkl,Chemotherapy
/m/025hkl,Radiation therapy
/m/025hkl,Surgery
/m/025hkl,Pharmacotherapy
/m/0h1wz,Cholecystectomy
/m/0h1wz,Intravenous therapy
/m/0h1wz,Clear liquid diet
/m/0h1wz,Therapeutic endoscopy
/m/03b708,Warm compress
/m/03b708,Proper hygiene
/m/079nq0,Surgery
/m/019syx,Cryotherapy
/m/019syx,Cauterization
/m/019syx,Surgery
/m/019syx,Soft-tissue laser surgery
/m/025j63,Dental restoration
/m/0c36_,Eye drop
/m/0c36_,Artificial tears
/m/0cmmcy,Warm compress
/m/02tm23,Surgery
/m/02tm23,Debridement
/m/02tm23,Bone grafting
/m/02tm23,Incision and drainage
/m/01_4_n,Cognitive behavioral therapy
/m/01_4_n,Group psychotherapy
/m/01_4_n,Psychotherapy
/m/05pzr_,Hip replacement
/m/0d_9n,Laparoscopic surgery
/m/0d_9n,Hysterectomy
/m/0d_9n,Combined oral contraceptive pill
/m/0d_9n,Oophorectomy
/m/0d_9n,Hormone therapy
/m/07rwf2,Epley maneuver
/m/07rwf2,Diphenidol
/m/0146bp,Diabetic diet
/m/0146bp,Physical exercise
/m/0146bp,Anti-diabetic medication
/m/0146bp,Physical examination
/m/0146bp,Smoking cessation
/m/0146bp,Blood glucose monitoring
/m/020b0k,Cognitive behavioral therapy
/m/03l954,Physical therapy
/m/03l954,Transcranial magnetic stimulation
/m/03l954,Psychotherapy
/m/07lffg,Stretching
/m/07lffg,Physical therapy
/m/07lffg,Massage
/m/07lffg,Ice pack
/m/07lffg,Extracorporeal shockwave therapy
/m/07lffg,Patellar tendon strap
/m/07lffg,Tendonectomy
/m/07lffg,Rest
/m/06xb9t,Sodium hyaluronate
/m/06xb9t,Ultraviolet light therapy
/m/0dcqh,Physical therapy
/m/0dcqh,Plasmapheresis
/m/0dcqh,Occupational therapy
/m/0259ln,Antifungal medication
/m/0259ln,Fungicide
/m/0l8bg,Cognitive behavioral therapy
/m/0l8bg,Eye movement desensitization and reprocessing
/m/0l8bg,Cognitive therapy
/m/0l8bg,Exposure therapy
/m/0l8bg,Nightmare Therapy
/m/0l8bg,Trauma Group Therapy
/m/05n0276,Intravenous therapy
/m/05n0276,Rest
/m/05n0276,Increase fluid intake
/m/0dctd,Cognitive behavioral therapy
/m/0dctd,Stress management
/m/0dctd,Graded exercise therapy
/m/0563k0,Osteotomy
/m/0563k0,Bone grafting
/m/0563k0,Joint replacement
/m/03k_qd,Catheter ablation therapy
/m/02qg4h,Radiation therapy
/m/02qg4h,Hematopoietic stem cell transplantation
/m/02qg4h,BEACOPP
/m/02qg4h,Mustargen Oncovin Procarbazine Prednisone
