question,question_text,answer,answer_text,weight
/m/03d9vs,Heather O'Rourke,/m/0gg4h,Cardiac arrest,6152.0
/m/03d9vs,Heather O'Rourke,/m/06zlt1,Iatrogenesis,6152.0
/m/03d9vs,Heather O'Rourke,/m/029mr9,Septic shock,6152.0
/m/03d9vs,Heather O'Rourke,/m/01vzqb,Intestinal Obstruction,6152.0
/m/07hpqm,Smita Patil,/m/0lc0w,Childbirth,6106.0
/m/01wbz9,Robert Palmer,/m/0gk4g,Myocardial infarction,6047.0
/m/01x48v,Robert Kardashian,/m/01k9gb,Esophageal cancer,5919.0
/m/01x48v,Robert Kardashian,/m/0c6m7s,Throat cancer,5919.0
/m/01x48v,Robert Kardashian,/m/0qcr0,Cancer,5919.0
/m/01drgw,Robert Atkins,/m/01psyx,Renal failure,5914.0
/m/056j9,Mary I of England,/m/0qcr0,Cancer,5812.0
/m/010g87,Lal Bahadur Shastri,/m/0gk4g,Myocardial infarction,5675.0
/m/0s90039,Shain Gandee,/m/02gkhm,Carbon monoxide poisoning,5599.0
/m/09knkrj,Daniel Gordon-Levitt,/m/01tf_6,Drug overdose,5591.0
/m/01wg6y,George Duke,/m/04psf,Leukemia,5577.0
/m/01wg6y,George Duke,/m/02bg7m,B-cell chronic lymphocytic leukemia,5577.0
/m/07505h,L. C. Greenwood,/m/01psyx,Renal failure,5506.0
/m/07s3vqk,Ray Charles,/m/09jg8,Hepatitis,5447.0
/m/01j851,Farrah Fawcett,/m/02vxm4,Anal cancer,5396.0
/m/03s95m,Umaga,/m/0gk4g,Myocardial infarction,5300.0
/m/02ps7qb,Wade Domínguez,/m/019dmc,Respiratory failure,5235.0
/m/017fhk,Jeff Buckley,/m/01g27f,Drowning,5105.0
/m/03bnv,George Harrison,/m/04p3w,Lung cancer,5099.0
/m/029bjg,Bon Scott,/m/01tf_6,Drug overdose,5087.0
/m/0k1bs,Jerry Garcia,/m/0gk4g,Myocardial infarction,5069.0
/m/04k15,Ludwig van Beethoven,/m/02psvcf,Liver failure,4997.0
/m/0bkp9,George S. Patton,/m/02kh4w,Injury,4980.0
/m/023mt7,David Frost,/m/0gk4g,Myocardial infarction,4922.0
/m/0pgpr,Andy Kaufman,/m/04p3w,Lung cancer,4906.0
/m/0pgpr,Andy Kaufman,/m/0qcr0,Cancer,4906.0
/m/0555z,Mel Smith,/m/0gk4g,Myocardial infarction,4800.0
/m/0m588,John Holmes,/m/0d19y2,AIDS,4770.0
/m/0d1b4v,Walter Payton,/m/01n3bm,Liver tumour,4674.0
/m/02_fj,Frank Sinatra,/m/0gk4g,Myocardial infarction,4589.0
/m/02_fj,Frank Sinatra,/m/01bcp7,Bladder cancer,4589.0
/m/02_fj,Frank Sinatra,/m/09klv,Dementia,4589.0
/m/04nw9,Lucille Ball,/m/01p3jd,Aortic dissection,4415.0
/m/040dv,Jane Austen,/m/07jwr,Tuberculosis,4351.0
/m/0cg9f,Richard Burton,/m/08g5q7,Cerebral hemorrhage,4320.0
/m/014z8v,George Carlin,/m/01l2m3,Heart failure,4276.0
/m/014z8v,George Carlin,/m/0gk4g,Myocardial infarction,4276.0
/m/014z8v,George Carlin,/m/02k6hp,Cardiovascular disease,4276.0
/m/01vdpl,Arthur Ashe,/m/0d19y2,AIDS,4272.0
/m/03c40,Grigori Rasputin,/m/02qnd1b,Ballistic trauma,4199.0
/m/03c40,Grigori Rasputin,/m/01g27f,Drowning,4199.0
/m/0431h,J. Edgar Hoover,/m/0lp66,Atherosclerosis,4111.0
/m/0431h,J. Edgar Hoover,/m/0gk4g,Myocardial infarction,4111.0
/m/01lwps,Wilt Chamberlain,/m/02k6hp,Cardiovascular disease,4042.0
/m/0dltj,Eva Perón,/m/0d_bk,Cervical cancer,4010.0
/m/0dltj,Eva Perón,/m/0qcr0,Cancer,4010.0
/m/073bb,Sylvia Plath,/m/02gkhm,Carbon monoxide poisoning,3972.0
/m/0k8y7,Natalie Wood,/m/01g27f,Drowning,3933.0
/m/06m61,Roy Orbison,/m/0gk4g,Myocardial infarction,3911.0
/m/0cw10,Queen Victoria,/m/08g5q7,Cerebral hemorrhage,3854.0
/m/01qzdl,Jean Harlow,/m/01psyx,Renal failure,3845.0
/m/0155yx,Tiny Tim,/m/0gk4g,Myocardial infarction,3826.0
/m/0jkxq,Florence Griffith Joyner,/m/02vrr,Epilepsy,3820.0
/m/0_f5,André the Giant,/m/01jmvq,Gigantism,3756.0
/m/0_f5,André the Giant,/m/01l2m3,Heart failure,3756.0
/m/0_f5,André the Giant,/m/0gk4g,Myocardial infarction,3756.0
/m/0c624p,Rico Yan,/m/0407gc,Acute pancreatitis,3693.0
/m/0cm83,George VI,/m/04p3w,Lung cancer,3647.0
/m/03h_fk5,Johnny Cash,/m/0c58k,Diabetes mellitus,3639.0
/m/02n5dt,Reggie White,/m/02k6hp,Cardiovascular disease,3592.0
/m/01pvxdq,Karen Carpenter,/m/098lw,Anorexia nervosa,3575.0
/m/014cml,Ken Norton,/m/01l2m3,Heart failure,3515.0
/m/05r0nd,Andrew Breitbart,/m/01l2m3,Heart failure,3493.0
/m/02kddt,Huell Howser,/m/0m32h,Prostate cancer,3454.0
/m/0hsm_,Herod the Great,/m/035482,Chronic renal failure,3433.0
/m/0hsm_,Herod the Great,/m/026vlhq,Fournier gangrene,3433.0
/m/0dbb3,Billie Holiday,/m/097ns,Cirrhosis,3379.0
/m/02r4sr5,Stieg Larsson,/m/0gk4g,Myocardial infarction,3292.0
/m/05b6w,Neil Armstrong,/m/01br3b,Coronary artery bypass surgery,3290.0
/m/05d1y,Nikola Tesla,/m/047vmf4,Coronary thrombosis,3173.0
/m/0c03j3z,Sahara Davenport,/m/01l2m3,Heart failure,3171.0
/m/01rzy2,Michael Landon,/m/0qcr0,Cancer,3143.0
/m/01rzy2,Michael Landon,/m/01_qc_,Pancreatic cancer,3143.0
/m/0jrny,Christopher Reeve,/m/014w_8,Sepsis,3121.0
/m/0jrny,Christopher Reeve,/m/0gk4g,Myocardial infarction,3121.0
/m/0jrny,Christopher Reeve,/m/0gg4h,Cardiac arrest,3121.0
/m/0jrny,Christopher Reeve,/m/02k6hp,Cardiovascular disease,3121.0
/m/02tk74,Natasha Richardson,/m/03znn1,Epidural hematoma,3079.0
/m/02tk74,Natasha Richardson,/m/0428cn,Traumatic brain injury,3079.0
/m/0c1v2,Catherine II of Russia,/m/02y0js,Stroke,3026.0
/m/03d4x8,Bonnie Franklin,/m/01_qc_,Pancreatic cancer,3002.0
/m/02s82,Edward VI of England,/m/07jwr,Tuberculosis,2996.0
/m/091f9c,Sage Stallone,/m/0lp66,Atherosclerosis,2975.0
/m/091f9c,Sage Stallone,/m/0gk4g,Myocardial infarction,2975.0
/m/01rl_m,Doc Holliday,/m/07jwr,Tuberculosis,2962.0
/m/04xcgl,Eyedea,/m/01tf_6,Drug overdose,2954.0
/m/0bkmf,Clark Gable,/m/047vmf4,Coronary thrombosis,2929.0
/m/0ht20,Enrico Caruso,/m/011zdm,Peritonitis,2862.0
/m/02p7_z,Randy Savage,/m/0gk4g,Myocardial infarction,2847.0
/m/02zmx0,Steve McNair,/m/02qnd1b,Ballistic trauma,2836.0
/m/013qvn,Dean Martin,/m/0hk18,Emphysema,2832.0
/m/013qvn,Dean Martin,/m/019dmc,Respiratory failure,2832.0
/m/013qvn,Dean Martin,/m/04p3w,Lung cancer,2832.0
/m/01d67x,Tammy Wynette,/m/018_rt,Thrombus,2828.0
/m/05ymh_,Adam Goldstein,/m/01tf_6,Drug overdose,2798.0
/m/016nws,Big Pun,/m/0gk4g,Myocardial infarction,2784.0
/m/06t10z,Roy L. Dennis,/m/034ryx,Craniodiaphyseal dysplasia,2755.0
/m/01w8szb,"Chris ""Mac Daddy"" Kelly",/m/01tf_6,Drug overdose,2752.0
/m/063_t,Peter Sellers,/m/0gk4g,Myocardial infarction,2737.0
/m/0mgnt,Rosalind Franklin,/m/0qcr0,Cancer,2724.0
/m/0mgnt,Rosalind Franklin,/m/025hl8,Ovarian cancer,2724.0
/m/05ds7y,Chris LeDoux,/m/03v9q6,Cholangiocarcinoma,2714.0
/m/01pny5,Gary Moore,/m/0gk4g,Myocardial infarction,2710.0
/m/0j_c,Alfred Hitchcock,/m/01psyx,Renal failure,2698.0
/m/0ck3c,Jane Seymour,/m/0lc0w,Childbirth,2669.0
/m/024qwq,Rick James,/m/02y0js,Stroke,2648.0
/m/024qwq,Rick James,/m/0gk4g,Myocardial infarction,2648.0
/m/0gk_9fv,Annabel Tollman,/m/018_pw,Thrombosis,2607.0
/m/04bgy,Keith Moon,/m/01tf_6,Drug overdose,2555.0
/m/06mn7,Stanley Kubrick,/m/0gk4g,Myocardial infarction,2545.0
/m/01yv6p,Mother Teresa,/m/0gg4h,Cardiac arrest,2542.0
/m/01mhwc8,Gerald Levert,/m/0gk4g,Myocardial infarction,2527.0
/m/01mhwc8,Gerald Levert,/m/01tf_6,Drug overdose,2527.0
/m/02knnd,Alan Ladd,/m/01tf_6,Drug overdose,2517.0
/m/02whj,Frank Zappa,/m/0m32h,Prostate cancer,2515.0
/m/01lxjp7,Wayman Tisdale,/m/0qcr0,Cancer,2476.0
/m/039pqd,Paul Bearer,/m/0gk4g,Myocardial infarction,2472.0
/m/07cbs,Thomas Jefferson,/m/0dq9p,Pneumonia,2471.0
/m/01vrx42,Rick Danko,/m/0gk4g,Myocardial infarction,2441.0
/m/0m7sm,Eva Cassidy,/m/0h9dj,Skin cancer,2398.0
/m/0m7sm,Eva Cassidy,/m/0qcr0,Cancer,2398.0
/m/05wh0sh,Vladimir Lenin,/m/0gk4g,Myocardial infarction,2393.0
/m/06h4z,Robert Johnson,/m/02nbls7,Poisoning,2377.0
/m/01yvzx,Raúl Juliá,/m/01mtqf,Stomach cancer,2337.0
/m/01yvzx,Raúl Juliá,/m/02y0js,Stroke,2337.0
/m/0ph2w,Johnny Carson,/m/0hk18,Emphysema,2336.0
/m/0dbzg,Ike Turner,/m/01tf_6,Drug overdose,2263.0
/m/09lrv,"Princess Margaret, Countess of Snowdon",/m/02y0js,Stroke,2261.0
/m/01fs_4,Beatrice Arthur,/m/0qcr0,Cancer,2246.0
/m/01v_njh,Peter Steele,/m/01l2m3,Heart failure,2245.0
/m/01p95y0,Brian Jones,/m/01g27f,Drowning,2230.0
/m/030zjy,Estelle Getty,/m/01h3bq,Dementia with Lewy bodies,2213.0
/m/0278j2q,James Street,/m/0gk4g,Myocardial infarction,2212.0
/m/01wmgpv,Conway Twitty,/m/03g23y,Abdominal aortic aneurysm,2192.0
/m/0dlgdy,Deborah Raffin,/m/04psf,Leukemia,2188.0
/m/03n93,Howard Hughes,/m/01psyx,Renal failure,2181.0
/m/01lwkf6,Mario Lanza,/m/0gk4g,Myocardial infarction,2170.0
/m/01lwkf6,Mario Lanza,/m/01ddth,Pulmonary embolism,2170.0
/m/0252r6,Michelle Thomas,/m/01mtqf,Stomach cancer,2164.0
/m/01d0b1,Michael Jeter,/m/0d19y2,AIDS,2157.0
/m/01d0b1,Michael Jeter,/m/06rhk,Seizure,2157.0
/m/01d0b1,Michael Jeter,/m/0p7w5,Asphyxia,2157.0
/m/0bl0n_,Arfa Karim,/m/06rhk,Seizure,2151.0
/m/0bl0n_,Arfa Karim,/m/0gg4h,Cardiac arrest,2151.0
/m/02z_zj,Betty Shabazz,/m/01hwqk,Burn,2141.0
/m/0bmh4,Elizabeth Taylor,/m/01l2m3,Heart failure,2129.0
/m/0cgt1k,Patrice O'Neal,/m/02y0js,Stroke,2127.0
/m/07wwc0,Mark R. Hughes,/m/01tf_6,Drug overdose,2116.0
/m/04wqr,Marilyn Monroe,/m/0bwj2gf,Barbiturate overdose,2105.0
/m/0flpy,Barry White,/m/01psyx,Renal failure,2092.0
/m/01j0cjd,Heavy D,/m/01ddth,Pulmonary embolism,2089.0
/m/01mm_tv,DJ Screw,/m/01tf_6,Drug overdose,2079.0
/m/010q36,Fred Rogers,/m/01mtqf,Stomach cancer,2079.0
/m/09r8l,Waylon Jennings,/m/0c58k,Diabetes mellitus,2065.0
/m/04n6cm3,Andy Whitfield,/m/0jdj1,Non-Hodgkin lymphoma,1965.0
/m/081t6,Warren G. Harding,/m/0gk4g,Myocardial infarction,1946.0
/m/0136p1,Donna Summer,/m/0qcr0,Cancer,1940.0
/m/0136p1,Donna Summer,/m/04p3w,Lung cancer,1940.0
/m/05m0h,Oliver Cromwell,/m/0542n,Malaria,1936.0
/m/03f4k,George Gershwin,/m/09969,Brain tumor,1899.0
/m/0167hz,Leonard Chess,/m/0gg4h,Cardiac arrest,1896.0
/m/017dkq,Nell Carter,/m/0c58k,Diabetes mellitus,1895.0
/m/017dkq,Nell Carter,/m/02k6hp,Cardiovascular disease,1895.0
/m/015k04,Frida Kahlo,/m/01ddth,Pulmonary embolism,1893.0
/m/04zn7g,Chris Penn,/m/02k6hp,Cardiovascular disease,1886.0
/m/04zn7g,Chris Penn,/m/0chk3,Cardiomyopathy,1886.0
/m/01lc5,Charlie Chaplin,/m/02y0js,Stroke,1882.0
/m/02d9jd,Curt Hennig,/m/01tf_6,Drug overdose,1852.0
/m/0d64_,"George Plantagenet, 1st Duke of Clarence",/m/01g27f,Drowning,1848.0
/m/01qwly,Gregory Hines,/m/01n3bm,Liver tumour,1845.0
/m/01qwly,Gregory Hines,/m/01jgq1,Hepatocellular carcinoma,1845.0
/m/01wp_jm,Bill Hicks,/m/01_qc_,Pancreatic cancer,1841.0
/m/082xp,Winston Churchill,/m/02y0js,Stroke,1830.0
/m/01wmcbg,Karen Black,/m/0qcr0,Cancer,1818.0
/m/0t_9h2r,Ian Mendez,/m/01dcqj,Colorectal cancer,1799.0
/m/034vj7,Nicolette Larson,/m/0219bz,Cerebral edema,1793.0
/m/01l3mk3,Marvin Hamlisch,/m/037c4l,Respiratory arrest,1786.0
/m/01l3mk3,Marvin Hamlisch,/m/0k95h,Hypertension,1786.0
/m/01l3mk3,Marvin Hamlisch,/m/022tc0,Encephalopathy,1786.0
/m/04qh81,David Ruffin,/m/01tf_6,Drug overdose,1776.0
/m/0ff2k,Roald Dahl,/m/019gky,Myelodysplastic syndrome,1771.0
/m/01hb9p,George Jones,/m/019dmc,Respiratory failure,1771.0
/m/060_7,Pablo Picasso,/m/0gk4g,Myocardial infarction,1754.0
/m/05jd_,Nelson Rockefeller,/m/0gk4g,Myocardial infarction,1748.0
/m/05np2,Oscar Wilde,/m/09d11,Meningitis,1746.0
/m/0dvxw1,Julie Vega,/m/0dq9p,Pneumonia,1728.0
/m/0dvxw1,Julie Vega,/m/019dmc,Respiratory failure,1728.0
/m/0dvxw1,Julie Vega,/m/05k082,Bronchopneumonia,1728.0
/m/04ckp1,Jeff Hanneman,/m/02psvcf,Liver failure,1727.0
/m/0d6d2,Paul Newman,/m/04p3w,Lung cancer,1714.0
/m/0364m5,Brad Renfro,/m/01tf_6,Drug overdose,1714.0
/m/01mc3y,Miss Elizabeth,/m/01tf_6,Drug overdose,1713.0
/m/0818ys,J Dilla,/m/04nz3,Systemic lupus erythematosus,1706.0
/m/0d5trf,Vinod Mehra,/m/0gk4g,Myocardial infarction,1699.0
/m/052b0f,Mike Webster,/m/0gk4g,Myocardial infarction,1689.0
/m/0136ms,Sonny Liston,/m/01l2m3,Heart failure,1678.0
/m/0812r,Vivien Leigh,/m/07jwr,Tuberculosis,1672.0
/m/041st,Jean-Michel Basquiat,/m/01tf_6,Drug overdose,1671.0
/m/0298yk,Miklós Fehér,/m/0gk4g,Myocardial infarction,1668.0
/m/0298yk,Miklós Fehér,/m/01l2m3,Heart failure,1668.0
/m/03m_h,Hernán Cortés,/m/01vnwz,Pleurisy,1622.0
/m/01lx_z,Jim Varney,/m/04p3w,Lung cancer,1620.0
/m/04p37c,Lynne Frederick,/m/012jc,Alcoholism,1611.0
/m/0f0571,Karen Steele,/m/0qcr0,Cancer,1603.0
/m/03lzjd,Audrey Mestre,/m/01g27f,Drowning,1593.0
/m/024tnp,Jeffrey Hunter,/m/08g5q7,Cerebral hemorrhage,1587.0
/m/07hyk,Theodore Roosevelt,/m/02k6hp,Cardiovascular disease,1587.0
/m/024tnp,Jeffrey Hunter,/m/02y0js,Stroke,1587.0
/m/01lwx,Charles Darwin,/m/047vmf4,Coronary thrombosis,1585.0
/m/01lwx,Charles Darwin,/m/01l2m3,Heart failure,1585.0
/m/01c47s,Richard Ramirez,/m/02psvcf,Liver failure,1584.0
/m/01c47s,Richard Ramirez,/m/0dxckq,B-cell lymphoma,1584.0
/m/03j7qk,Richard Beckinsale,/m/0gk4g,Myocardial infarction,1575.0
/m/01mp07q,Kishore Kumar,/m/02k6hp,Cardiovascular disease,1574.0
/m/034zc0,J. T. Walsh,/m/0gk4g,Myocardial infarction,1572.0
/m/0qsjx_n,Mark Balelo,/m/02gkhm,Carbon monoxide poisoning,1544.0
/m/01w5gg6,Joe Strummer,/m/03k22s,Congenital heart defect,1541.0
/m/0d6rv,Anne Neville,/m/07jwr,Tuberculosis,1539.0
/m/052wf5f,Jett Travolta,/m/040k6g,Kawasaki disease,1531.0
/m/052wf5f,Jett Travolta,/m/06rhk,Seizure,1531.0
/m/02zjd,F. Scott Fitzgerald,/m/0gk4g,Myocardial infarction,1527.0
/m/01xslb,"Marvin Gay, Sr.",/m/0dq9p,Pneumonia,1513.0
/m/01b9db,Redd Foxx,/m/0gk4g,Myocardial infarction,1507.0
/m/03h_yfh,Nat King Cole,/m/04p3w,Lung cancer,1506.0
/m/06c97,Richard Nixon,/m/0219bz,Cerebral edema,1504.0
/m/06c97,Richard Nixon,/m/02y0js,Stroke,1504.0
/m/03cfnr,Jeff Healey,/m/0qcr0,Cancer,1496.0
/m/056wb,Michael Crichton,/m/0qcr0,Cancer,1492.0
/m/056wb,Michael Crichton,/m/0c6m7s,Throat cancer,1492.0
/m/080r3,Virginia Woolf,/m/01g27f,Drowning,1490.0
/m/01pcmd,Aaron Spelling,/m/02y0js,Stroke,1483.0
/m/01nxnt_,Dennis Wilson,/m/01g27f,Drowning,1460.0
/m/05zypbk,Charlie Crowe,/m/0dcsx,Alzheimer's disease,1459.0
/m/0rlz,Andrew Jackson,/m/07jwr,Tuberculosis,1449.0
/m/023n6,Chuck Smith,/m/04p3w,Lung cancer,1442.0
/m/02mmf7,Milton William Cooper,/m/02qnd1b,Ballistic trauma,1439.0
/m/061zc_,Rajesh Khanna,/m/0qcr0,Cancer,1437.0
/m/01tw0t,Fela Kuti,/m/0d19y2,AIDS,1430.0
/m/09rsfs1,Simon Monjack,/m/0lcdk,Anemia,1425.0
/m/0h6mq,Jacqueline Kennedy Onassis,/m/0jdk0,Lymphoma,1425.0
/m/09rsfs1,Simon Monjack,/m/0dq9p,Pneumonia,1425.0
/m/0h6mq,Jacqueline Kennedy Onassis,/m/0qcr0,Cancer,1425.0
/m/07r8h,Stonewall Jackson,/m/0dq9p,Pneumonia,1422.0
/m/03w41s,Candace Pert,/m/0gg4h,Cardiac arrest,1420.0
/m/023vtj,Muhammad Ali Jinnah,/m/04p3w,Lung cancer,1420.0
/m/023vtj,Muhammad Ali Jinnah,/m/07jwr,Tuberculosis,1420.0
/m/0gt3p,Raymond Burr,/m/02kvl06,Kidney cancer,1391.0
/m/01x3b8,Elizabeth Montgomery,/m/01dcqj,Colorectal cancer,1381.0
/m/020753,Arjumand Banu,/m/0lc0w,Childbirth,1376.0
/m/09qh1,Cary Grant,/m/08g5q7,Cerebral hemorrhage,1365.0
/m/0crdc,Anne of Cleves,/m/0qcr0,Cancer,1364.0
/m/03rs9t,Laura Branigan,/m/08g5q7,Cerebral hemorrhage,1360.0
/m/025fkq,Chopper Read,/m/03m3vr6,Liver cancer,1353.0
